surfer_id,surfer_name,year,event_name,location,country,tour_type,wave_type,final_position,points_earned
10487,Janire Gonzalez Etxabarri,2016,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2016,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2016,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2016,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2016,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2015,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2015,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2015,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2015,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2015,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2014,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2014,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2014,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2014,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2014,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2013,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2013,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2013,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2013,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2013,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2012,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2012,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2012,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2012,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2012,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2011,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2011,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2011,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2011,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2011,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2010,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2010,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2010,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2010,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2010,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2009,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2009,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2009,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2009,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2009,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2008,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2008,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2008,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2008,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2008,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2005,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2005,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2005,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2005,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2005,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2000,Pro Taghazout Bay,Event resultsWomen's Challenger SeriesWomen's Qualifying SeriesWomen's Junior Tour2025/20262024/20252023/20242022/20232021/20222021202020192018,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2000,Pro Taghazout Bay,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2000,Ballito Open,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2000,Caraïbos Lacanau Pro,Unknown,Unknown,Championship Tour,Beach Break,,
10487,Janire Gonzalez Etxabarri,2000,Boardmasters Open 2025,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2025,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2025,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2024,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2024,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2023,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2023,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2022,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2022,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2021,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2021,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2020,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2020,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2019,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2019,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2018,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2018,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2017,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2017,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2016,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2016,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2015,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2015,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2014,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2014,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2013,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2013,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2012,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2012,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2011,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2011,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2010,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2010,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2009,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2009,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2008,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2008,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2000,ABANCA Pantin Classic Galicia Pro,Event resultsMen's Qualifying SeriesMen's Junior Tour2024/20252023/20242022/202320212019201720162014,Unknown,Championship Tour,Beach Break,,
3771,Juan Fernandez,2000,ABANCA Pantin Classic Galicia Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2025,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2025,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2024,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2024,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2023,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2023,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2022,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2022,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2021,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2021,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2020,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2020,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2019,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2019,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2018,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2018,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2017,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2017,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2016,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2016,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2015,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2015,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2014,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2014,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2013,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2013,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2012,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2012,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2011,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2011,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2010,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2010,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2009,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2009,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2008,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2008,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2000,Nias Pro,Event resultsMen's Qualifying Series2024/20252023/2024,Unknown,Championship Tour,Beach Break,,
18855,Alex Hontoria,2000,Nias Pro,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2025,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2025,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2024,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2024,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2023,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2023,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2022,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2022,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2021,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2021,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2020,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2020,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2019,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2019,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2018,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2018,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2017,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2017,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2016,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2016,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2015,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2015,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2014,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2014,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2013,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2013,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2012,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2012,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2011,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2011,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2010,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2010,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2009,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2009,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2008,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2008,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2000,Cabreiroá Las Americas Pro Tenerife,Event resultsMen's Qualifying Series20192018201720162014,Unknown,Championship Tour,Beach Break,,
7171,Juanjo Fernandez,2000,Cabreiroá Las Americas Pro Tenerife,Unknown,Unknown,Championship Tour,Beach Break,,
